[2026-02-05 22:55:06,895] [ERROR] ManceraBOT: [MODULE] infoaudit: failed -> Extension 'modules.infoaudit.infoaudit' raised an error: IndentationError: unexpected indent (infoaudit.py, line 370)
[2026-02-05 22:55:06,899] [INFO] ManceraBOT: [MODULE] welcome: loaded
[2026-02-05 22:55:09,617] [INFO] ManceraBOT: Logged in as Mancera FamQ | Assistant#7881 (id=1427457928625000498)
[2026-02-05 22:59:40,944] [INFO] ManceraBOT: [MODULE] dashboard: loaded
[2026-02-05 22:59:40,947] [INFO] ManceraBOT: [MODULE] discohook_local: loaded
[2026-02-05 22:59:40,964] [ERROR] ManceraBOT: [MODULE] infoaudit: failed -> Extension 'modules.infoaudit.infoaudit' raised an error: IndentationError: unexpected indent (infoaudit.py, line 385)
[2026-02-05 22:59:40,966] [INFO] ManceraBOT: [MODULE] welcome: loaded
[2026-02-05 22:59:43,663] [INFO] ManceraBOT: Logged in as Mancera FamQ | Assistant#7881 (id=1427457928625000498)
[2026-02-05 23:00:20,352] [INFO] ManceraBOT: [MODULE] dashboard: loaded
[2026-02-05 23:00:20,356] [INFO] ManceraBOT: [MODULE] discohook_local: loaded
[2026-02-05 23:00:20,361] [ERROR] ManceraBOT: [MODULE] infoaudit: failed -> Extension 'modules.infoaudit.infoaudit' raised an error: IndentationError: unexpected indent (infoaudit.py, line 385)
[2026-02-05 23:00:20,362] [INFO] ManceraBOT: [MODULE] welcome: loaded
[2026-02-05 23:00:23,395] [INFO] ManceraBOT: Logged in as Mancera FamQ | Assistant#7881 (id=1427457928625000498)
[2026-02-05 23:02:29,641] [INFO] ManceraBOT: [MODULE] dashboard: loaded
[2026-02-05 23:02:29,643] [INFO] ManceraBOT: [MODULE] discohook_local: loaded
[2026-02-05 23:02:29,648] [INFO] ManceraBOT: [MODULE] infoaudit: loaded
[2026-02-05 23:02:29,650] [INFO] ManceraBOT: [MODULE] welcome: loaded
[2026-02-05 23:02:32,578] [INFO] ManceraBOT: Logged in as Mancera FamQ | Assistant#7881 (id=1427457928625000498)
[2026-02-06 13:55:54,173] [INFO] ManceraBOT: [MODULE] dashboard: loaded
[2026-02-06 13:55:54,176] [INFO] ManceraBOT: [MODULE] discohook_local: loaded
[2026-02-06 13:55:54,186] [INFO] ManceraBOT: [MODULE] infoaudit: loaded
[2026-02-06 13:55:54,187] [INFO] ManceraBOT: [MODULE] welcome: loaded
[2026-02-06 13:55:57,173] [INFO] ManceraBOT: Logged in as Mancera FamQ | Assistant#7881 (id=1427457928625000498)
[2026-02-06 13:59:10,417] [INFO] ManceraBOT: [MODULE] dashboard: loaded
[2026-02-06 13:59:10,419] [INFO] ManceraBOT: [MODULE] discohook_local: loaded
[2026-02-06 13:59:10,422] [INFO] ManceraBOT: [MODULE] infoaudit: loaded
[2026-02-06 13:59:10,423] [INFO] ManceraBOT: [MODULE] welcome: loaded
[2026-02-06 13:59:14,964] [INFO] ManceraBOT: Logged in as Mancera FamQ | Assistant#7881 (id=1427457928625000498)
